and_A,and_B,label,sentence1,sentence2
,,1,norman has visited turda and norman has visited bucharest,norman didn t visit turda
,,0,geneva will lay down or geneva will cut a tree,erin will neither lay down nor cut a tree
,,1,Nelson is plump or Esther is unkempt, Nelson is not plump and Esther is not unkempt
,,1,marcus has traveled to slatina and agnes has traveled to slatina,agnes didn t travel to slatina
,,0,jessie s painting is mysterious or jessie s painting is witty,beth s painting is neither mysterious nor witty
,,1,brenda will forget about terrance s past or brenda will draw ahead of the other runners,brenda will not forget about terrance s past and brenda wil not draw ahead of the other runners
,,1,marian s painting is scruffy or marian s painting is silly,marian s painting is neither scruffy nor silly
,,0,greg will dream of the playing with arnold or greg will wake up,johnny will neither dream of the playing with arnold nor wake up
,,1,switzerland is in the geopolitical position of belgium or germany is in the geopolitical position of belgium,switzerland isn t in the geopolitical position of belgium and germany isn t in the geopolitical position of belgium
,,0,elaine created a famous work of art and elaine created an attractive work of art,ernest didn t create a famous work of art
,,0,stella went to reghin or stella went to blaj,stella didn t go to blaj
,,1,senegal got to the quarter finals last year or colombia got to the quarter finals last year,neither senegal nor colombia got to the quarter finals last year
,,1,todd threw everything out the window and todd wrote me an email,todd didn t write me an email
,,0,panama won the last world cup or denmark won the last world cup,neither germany nor panama won the last world cup
,,1,senegal is in the geopolitical position of belgium or colombia is in the geopolitical position of belgium,senegal isn t in the geopolitical position of belgium and colombia isn t in the geopolitical position of belgium
,,1,george will keep debra s secret from me or george will go to dej,george will neither keep debra s secret from me nor go to dej
,,0,lloyd s painting is green or lloyd s painting is better,vincent s painting is neither green nor better
,,0,"Lee, who is a technician, visit Molly","Lee, who is a nurse, didn't visit Molly"
,,1,phillip will come at noon or phillip will speak to him about cluj napoca,phillip will not come at noon and phillip wil not speak to him about cluj napoca
,,1,Jay is drab or Tyler is jealous, Jay is not drab and Tyler is not jealous
,,0,lois has traveled to arad and lois has traveled to tulcea,lois didn t travel to oradea
,,0,"Anita, who is a dentist, saw a strange add","Anita, Luz's mother, didn't saw a strange add"
Rodney is obedient,Isabel is zealous,1,Rodney is obedient and Isabel is zealous, Rodney is not obedient
,,1,beulah will know about us or beulah will hit him,beulah will neither know about us nor hit him
,,1,bob created a thoughtless work of art and bob created a white work of art,bob didn t create a thoughtless work of art
,,0,"Cecil, who is a baker, bought a cup of coffee","Cecil, who is a journalist, didn't buy a cup of coffee"
,,0,"Mamie, who is a technician, visit Katie","Mamie, Josephine's mother, didn't visit Katie"
,,0,dave created a scruffy work of art and dave created a dazzling work of art,dave didn t create a scary work of art
,,0,elaine has visited hunedoara or elaine has visited tulcea,connie visited neither hunedoara nor tulcea
,,0,carolyn s painting is blue or carolyn s painting is witty,monique s painting is neither blue nor witty
,,1,jeffrey led me to ted s house and jeffrey sat on the mat,jeffrey didn t sit on the mat
,,1,tammy created a red work of art and tammy created a silly work of art,tammy didn t create a red work of art
,,1,christina went to bucharest and shelly went to bucharest,shelly didn t go to bucharest
,,0,"Bernard, who is a dentist, saw a girl running","Bernard, who is a nurse, didn't saw a girl running"
,,1,rosie got me lying and rosie spoke to her about willie,rosie didn t get me lying
,,1,roland s painting is bald or roland s painting is ambitious,roland s painting isn t bald and roland s painting isn t ambitious
,,1,terrance will forget about edith s hobby or terrance will fight terri,terrance will neither forget about edith s hobby nor fight terri
Shelly is witty,Myrtle is ambitious,0,Shelly is witty and Myrtle is ambitious, Bernard is rich
,,1,iceland is in the geopolitical position of morocco or panama is in the geopolitical position of morocco,neither iceland nor panama are in the geopolitical position of morocco
,,1,nathan created a helpless work of art and nathan created a polite work of art,nathan didn t create a helpless work of art
,,1,Lewis saw Denise driving a green car,Lewis didn't saw Denise driving
,,0,Jenny is handsome or Joyce is plain, Jenny is not handsome
,,1,jared sat on the floor and jared held her close,jared didn t hold her close
Steve is jolly,Jorge is kind,1,Steve is jolly and Jorge is kind, Steve is not jolly
,,0,emma met him and emma froze my account,carolyn didn t meet him
,,1,mark has traveled to slobozia and mark has traveled to arad,mark didn t travel to arad
,,1,ricky will forgive andrew or ricky will lose the white car in giurgiu,ricky will neither forgive andrew nor lose the white car in giurgiu
,,0,nellie created a scary work of art and nellie created a thankful work of art,kayla didn t create a scary work of art
,,1,lester s painting is panicky or lester s painting is brave,lester s painting is neither panicky nor brave
,,1,roger went to slatina and edgar went to slatina,edgar didn t go to slatina
,,0,"Harvey, who is a fireman, saw the accident","Harvey, Brandy's father, didn't saw the accident"
,,1,marvin has traveled to cluj napoca and marvin has traveled to mangalia,marvin didn t travel to cluj napoca
,,0,virgil created a white work of art and virgil created a gentle work of art,casey didn t create a white work of art
,,0,Jamie is shapely or Matthew is unsightly, Jamie is not shapely or Matthew is not unsightly
,,0,arlene created a poor work of art and arlene created an attractive work of art,arlene didn t create an unimportant work of art
,,0,Jeanette saw a boy running from a bus going to Craiova,Jeanette didn't saw a boy running from a salmon car
Raul is eager,Leslie is thankful,0,Raul is eager and Leslie is thankful, Doris is not odd
,,1,ramona will fight me or ramona will begin crying,ramona will neither fight me nor begin crying
,,1,Molly is attractive or Jennifer is scary, neither Molly is attractive nor Jennifer is scary
,,0,switzerland is in the geopolitical position of sweden or croatia is in the geopolitical position of sweden,neither switzerland nor senegal are in the geopolitical position of sweden
,,0,genevieve created a plump work of art and genevieve created a fancy work of art,genevieve didn t create a nice work of art
,,0,Sidney is nice or Nathaniel is repulsive, Nathaniel is not repulsive
,,0,claire went to lugoj and ramona went to lugoj,ramona didn t go to hunedoara
,,0,javier s painting is purple or javier s painting is jolly,javier s painting is neither unimportant nor jolly
Angela is inexpensive,Oscar is mealy,1,Angela is inexpensive and Oscar is mealy, Oscar is not mealy
,,0,opal will pay me or opal will give lynn a lemon car,opal will not pay me
,,1,samantha has traveled to timisoara and amanda has traveled to timisoara,amanda didn t travel to timisoara
,,0,terrence froze katrina s bank account and terrence taught math,sherri didn t teach math
,,0,Randy is grumpy or Eugene is agreeable, Eugene is not agreeable
,,0,jackie has traveled to reghin or jackie has traveled to oradea,jackie didn t travel to reghin
,,0,jessica created an inexpensive work of art and jessica created a scary work of art,jessica didn t create an ambitious work of art
,,1,Max is fancy or Rachel is gentle, Max is not fancy and Rachel is not gentle
,,0,brad has traveled to reghin or brad has traveled to dej,brad didn t travel to reghin
,,1,Walter saw Jeanette driving Iris's car,Walter didn't saw Jeanette driving
,,1,cassandra created an obedient work of art and cassandra created a black work of art,cassandra didn t create an obedient work of art
,,1,beverly went to reghin and tyrone went to reghin,beverly didn t go to reghin
,,1,anthony has traveled to cluj napoca or anthony has traveled to bucharest,anthony didn t travel to cluj napoca and anthony didn t travel to bucharest
,,1,gregory has traveled to bucharest and sarah has traveled to bucharest,sarah didn t travel to bucharest
,,1,calvin will let use this pen or calvin will make me change the way i wrote,calvin will not let use this pen and calvin wil not make me change the way i wrote
,,1,caroline created a long work of art and caroline created an uninterested work of art,caroline didn t create a long work of art
,,1,switzerland is in the geopolitical position of saudi arabia or germany is in the geopolitical position of saudi arabia,neither switzerland nor germany are in the geopolitical position of saudi arabia
,,1,melanie s painting is careful or melanie s painting is lazy,melanie s painting isn t careful and melanie s painting isn t lazy
,,1,"Jimmy, who is a journalist, visit Rosa",Jimmy didn't visit Rosa
,,1,Cecilia saw Audrey driving a salmon car,Cecilia didn't saw Audrey driving
,,0,mark will ride the buffalo or mark will see the best scientist from cluj napoca,mark will neither drive awayto the bus stop nor see the best scientist from cluj napoca
,,1,jesus has traveled to slobozia or jesus has traveled to lugoj,jesus didn t travel to slobozia and jesus didn t travel to lugoj
,,1,nicholas s painting is attractive or nicholas s painting is muscular,nicholas s painting is neither attractive nor muscular
,,0,raul will build an airplane or raul will cut my hair,vincent will neither build an airplane nor cut my hair
,,0,"Ted, who is a technician, visit Shannon","Ted, who is a plumber, didn't visit Shannon"
,,1,glenda has visited mangalia or glenda has visited bucharest,glenda didn t visit mangalia and glenda didn t visit bucharest
,,0,uruguay got to the quarter finals last year or morocco got to the quarter finals last year,neither uruguay nor egypt got to the quarter finals last year
,,1,Edna is worried or Ashley is delightful, Edna is not worried and Ashley is not delightful
,,0,"Kim, who is a baker, visit Sonya","Kim, Joan's mother, didn't visit Sonya"
,,1,rebecca took office and rebecca sent me a note,rebecca didn t take office
,,1,serbia is in the geopolitical position of morocco or peru is in the geopolitical position of morocco,neither serbia nor peru are in the geopolitical position of morocco
,,1,karl has traveled to arad and angie has traveled to arad,karl didn t travel to arad
,,0,Eva is kind or Cindy is jealous, Eva is not kind or Cindy is not jealous
,,0,gina created a black work of art and gina created a clumsy work of art,marcus didn t create a black work of art
,,0,jerry s painting is easy or jerry s painting is better,arthur s painting is neither easy nor better
,,0,wayne has traveled to bucharest and eva has traveled to bucharest,eva didn t travel to slatina
,,1,Rick is aggressive or Clifford is agreeable, Rick is not aggressive and Clifford is not agreeable
,,0,renee will keep allan s secret from me or renee will lend me janie s icy bicycle,renee will neither keep allan s secret from me nor feel an outsider
,,1,"Dorothy, who is a plumber, saw the new Tesla Roadster",Dorothy isn't a plumber
,,0,france won the last world cup or japan won the last world cup,japan didn t win the last world cup
,,0,carl taught byron about songwriting and carl kept saying this was crazy,john didn t keep saying this was crazy
,,0,iceland won the last world cup or australia won the last world cup,neither iceland nor colombia won the last world cup
,,0,gordon has traveled to craiova and rosa has traveled to craiova,jonathan didn t travel to craiova
,,1,leslie has traveled to lugoj or leslie has traveled to baia mare,leslie didn t travel to lugoj and leslie didn t travel to baia mare
,,0,Dwayne is long or Randall is agreeable, Randall is not agreeable
Darrell is happy,Nathan is brave,0,Darrell is happy and Nathan is brave, Alice is not gifted
,,1,"Ron, who is a scientist, saw the accident",Ron isn't a scientist
,,1,jerry left me and jerry gave lori a purple car,jerry didn t leave me
,,0,Bradley is short or Jan is obnoxious, Bradley is not short
,,0,jean will wake up or jean will win the game,jean will not win the game
,,1,tyler s painting is itchy or tyler s painting is gentle,tyler s painting isn t itchy and tyler s painting isn t gentle
,,0,"Sonia, who is a journalist, visit Daryl","Sonia, who is a hairdresser, didn't visit Daryl"
,,1,glenn went to timisoara and mathew went to timisoara,glenn didn t go to timisoara
Lydia is ambitious,James is proud,1,Lydia is ambitious and James is proud, Lydia is not ambitious
,,0,mabel will break tina s heart or mabel will show alison s old photos,mabel will neither break tina s heart nor dig a hole in josephine s backyard
,,0,lynda will wear a red jacket or lynda will throw everything out the window,lynda will neither choose this soccer team nor throw everything out the window
,,0,Carrie is scruffy or Bob is aggressive, Carrie is not scruffy or Bob is not aggressive
,,0,georgia will throw everything out the window or georgia will become the most important tailor in this town,georgia will neither bend the rules of the soccer game nor become the most important tailor in this town
,,1,jordan fell to the floor and jordan put the phone down,jordan didn t fall to the floor
,,0,jose will hang up on me or jose will shut the door down,george will neither hang up on me nor shut the door down
,,1,"Billie, who is a painter, saw the car crash",Billie isn't a painter
Ray is victorious,Sheryl is kind,0,Ray is victorious and Sheryl is kind, Edna is not powerful
,,0,Scott is obnoxious or Mark is clumsy, Scott is not obnoxious or Mark is not clumsy
,,1,Raymond is gentle or Nicholas is gorgeous, neither Raymond is gentle nor Nicholas is gorgeous
,,1,billie s painting is clean or billie s painting is wonderful,billie s painting isn t clean and billie s painting isn t wonderful
,,0,Margaret is itchy or Travis is attractive, Margaret is not itchy or Travis is not attractive
,,0,tammy will dig a hole or tammy will freeze my account,tammy will not dig a hole
Marie is jolly,Erik is wrong,0,Marie is jolly and Erik is wrong, Erik is not jolly
,,0,kelly paid ramon and kelly flew to dej,armando didn t pay ramon
,,0,monica has traveled to reghin or monica has traveled to lugoj,monica didn t travel to reghin
,,0,antoinette s painting is lemon or antoinette s painting is wrong,antoinette s painting is neither dead nor wrong
Stanley is nice,Tonya is brave,1,Stanley is nice and Tonya is brave, Stanley is not nice
,,1,claire thought william was going to die and claire read a paper,claire didn t think william was going to die
,,0,rick will lead me to patricia s house or rick will put the phone down,rick will not put the phone down
,,1,Wallace is magnificent or Clara is plump, neither Wallace is magnificent nor Clara is plump
,,0,brett has traveled to lugoj and brett has traveled to slatina,sylvia didn t travel to lugoj
,,0,shelley showed my new photos and shelley built a computer,ted didn t build a computer
,,0,ricky created a bewildered work of art and ricky created a green work of art,glenda didn t create a green work of art
,,1,minnie forgot about floyd s past and minnie flew to baia mare,minnie didn t fly to baia mare
,,0,byron s painting is witty or byron s painting is wonderful,casey s painting is neither witty nor wonderful
,,1,kristina will lay his hands on him or kristina will sleep for one day,kristina will neither lay his hands on him nor sleep for one day
,,1,clyde hung up on me and clyde forgot about cecilia s past,clyde didn t forget about cecilia s past
,,0,egypt won the last world cup or uruguay won the last world cup,egypt didn t win the last world cup
Micheal is happy,Brett is kind,0,Micheal is happy and Brett is kind, Vickie is odd
,,0,danielle will feel an outsider or danielle will break susan s heart,danielle will not feel an outsider
,,1,tom s painting is lemon or tom s painting is odd,tom s painting isn t lemon and tom s painting isn t odd
,,1,jorge s painting is mysterious or jorge s painting is green,jorge s painting isn t mysterious and jorge s painting isn t green
Becky is kind,Melvin is ambitious,1,Becky is kind and Melvin is ambitious, Becky is not kind
,,0,theodore has traveled to timisoara and theodore has traveled to oradea,theodore didn t travel to mangalia
,,1,guy will draw ahead of the other runners or guy will hold her close,guy will not draw ahead of the other runners and guy wil not hold her close
,,0,Ted is itchy or Geraldine is angry, Ted is not itchy or Geraldine is not angry
,,1,"Eleanor, who is a butcher, saw the new Marvel movie from the Russo Brothers",Eleanor isn't a butcher
,,0,ivan created a red work of art and ivan created a plump work of art,eleanor didn t create a red work of art
,,0,june created a plain work of art and june created a worried work of art,allan didn t create a worried work of art
,,0,Eva is scruffy or Jordan is jealous, Jordan is not jealous
,,0,germany won the last world cup or egypt won the last world cup,neither germany nor switzerland won the last world cup
Grace is hallowed,Jessica is important,1,Grace is hallowed and Jessica is important, Jessica is not important
,,1,"Patrick, who is a technician, visit Jonathan",Patrick didn't visit Jonathan
Earl is silly,Loretta is clever,0,Earl is silly and Loretta is clever, Loretta is not silly
,,0,Ronald is ambitious or Hilda is flabby, Hilda is not flabby
,,1,jan bought a yellow car and jan taught middle school science,jan didn t buy a yellow car
,,0,Kathryn is plain or Travis is lazy, Kathryn is not plain
,,1,Allen is beautiful or Marjorie is skinny, neither Allen is beautiful nor Marjorie is skinny
,,1,florence created a helpful work of art and florence created an attractive work of art,florence didn t create a helpful work of art
,,1,japan is in the geopolitical position of france or brazil is in the geopolitical position of france,neither japan nor brazil are in the geopolitical position of france
,,0,naomi has visited arad and naomi has visited bucharest,naomi didn t visit craiova
,,1,nicole ran from barcelona to arad and nicole put the phone down,nicole didn t ring from barcelona to arad
,,1,rodney created a wrong work of art and rodney created a long work of art,rodney didn t create a wrong work of art
,,1,yvonne created a dead work of art and yvonne created a thoughtless work of art,yvonne didn t create a dead work of art
,,0,kenneth will think gerald was going to die or kenneth will lend me rosie s ashy bicycle,kenneth will neither do some good work nor lend me rosie s ashy bicycle
,,0,leslie gave ralph a white bicycle and leslie spoke to me,cynthia didn t speak to me
,,0,kelly created an aggressive work of art and kelly created a faithful work of art,kelly didn t create a handsome work of art
,,0,vickie went to mangalia and angela went to mangalia,harriet didn t go to mangalia
Leroy is thankful,Marguerite is poor,0,Leroy is thankful and Marguerite is poor, Leroy is not poor
,,0,brandy created a purple work of art and brandy created a wrong work of art,clinton didn t create a wrong work of art
,,1,senegal got to the quarter finals last year or colombia got to the quarter finals last year,senegal didn t get to the quarter finals last year and colombia didn t get to the quarter finals last year
,,1,virgil understood what i said and virgil spoke to him about tulcea,virgil didn t understand what i said
Juana is easy,Melody is powerful,1,Juana is easy and Melody is powerful, Melody is not powerful
,,1,stacey created a zealous work of art and stacey created a clever work of art,stacey didn t create a zealous work of art
,,0,Luis is skinny or Olga is muscular, Luis is not skinny or Olga is not muscular
,,0,stephanie felt a strange and stephanie drove awayto the bus stop,cora didn t drive awayto the bus stop
,,1,andre won the soccer match and andre drove the truck to carrie s house,andre didn t drive the truck to carrie s house
,,1,James is silly or Gene is unkempt, James is not silly and Gene is not unkempt
,,0,susie rode the buffalo and susie spent all my money,ann didn t ride the buffalo
,,0,dorothy will get the money or dorothy will show my new photos,dorothy will neither dig a hole in salvador s backyard nor show my new photos
,,0,william felt an outsider and william fell to the floor,william didn t hold her close
,,1,sonia will dig a hole or sonia will lead me to dustin s house,sonia will neither dig a hole nor lead me to dustin s house
,,0,kristin will catch a mango fish or kristin will get me lying,kristin will not get me lying
,,1,sandy went to oradea and sandy went to blaj,sandy didn t go to oradea
,,1,iceland won the last world cup or korea republic won the last world cup,neither iceland nor korea republic won the last world cup
,,0,tammy has visited cluj napoca and tammy has visited mangalia,tammy didn t visit baia mare
,,0,sylvia has visited cluj napoca and sylvia has visited lugoj,ralph didn t visit cluj napoca
,,0,emma created a zealous work of art and emma created a jolly work of art,duane didn t create a zealous work of art
,,0,iran is in the geopolitical position of sweden or poland is in the geopolitical position of sweden,neither serbia nor iran are in the geopolitical position of sweden
,,0,Isabel is obnoxious or Sherry is repulsive, Sherry is not repulsive
,,0,irma created an elegant work of art and irma created an unkempt work of art,roger didn t create an elegant work of art
,,0,karen created a repulsive work of art and karen created an orange work of art,lillian didn t create a repulsive work of art
,,0,miguel s painting is nice or miguel s painting is ugly,miguel s painting isn t nice
,,1,richard created an attractive work of art and richard created a mysterious work of art,richard didn t create an attractive work of art
,,0,terri has traveled to baia mare and melanie has traveled to baia mare,terri didn t travel to mangalia
,,0,ricky created a helpful work of art and ricky created a drab work of art,juan didn t create a helpful work of art
,,0,virgil s painting is poor or virgil s painting is fit,virgil s painting isn t fit
Charles is powerful,Ramon is hallowed,1,Charles is powerful and Ramon is hallowed, Ramon is not hallowed
,,0,rhonda s painting is helpful or rhonda s painting is bewildered,rhonda s painting isn t helpful
,,1,kimberly grew up in jail and kimberly hung up on theresa,kimberly didn t grow up in jail
,,1,Rachel is nice or Alvin is shapely, neither Rachel is nice nor Alvin is shapely
,,0,brandy has traveled to bucharest and allen has traveled to bucharest,sally didn t travel to bucharest
,,0,benjamin has visited cluj napoca and benjamin has visited baia mare,scott didn t visit baia mare
,,0,richard will throw everything out the window or richard will forget about mamie s hobby,richard will not forget about mamie s hobby
,,1,clyde has visited bucharest and clyde has visited slatina,clyde didn t visit bucharest
,,1,irene has visited timisoara and willard has visited timisoara,willard didn t visit timisoara
,,1,maryann has visited dej and maryann has visited lugoj,maryann didn t visit lugoj
,,0,Gabriel saw Terrance driving Paula's new Tesla Roadster,Gabriel didn't saw Terrance driving a green bicycle
,,0,sweden got to the quarter finals last year or iran got to the quarter finals last year,iran didn t get to the quarter finals last year
,,0,"Doris, who is a cop, saw a blue plane","Doris, Claire's mother, didn't saw a blue plane"
,,1,sidney s painting is wrong or sidney s painting is tender,sidney s painting isn t wrong and sidney s painting isn t tender
,,0,Brenda is ugly or Daniel is dazzling, Brenda is not ugly
Chad is faithful,Jim is kind,1,Chad is faithful and Jim is kind, Chad is not faithful
,,0,katie created a handsome work of art and katie created a plump work of art,sergio didn t create a plump work of art
,,0,Brian saw a girl driving Dean's new Tesla Roadster,Brian didn't saw a girl driving a ashy bicycle
,,0,lynda s painting is silly or lynda s painting is shapely,lynda s painting is neither silly nor aggressive
,,1,craig created a powerful work of art and craig created a plain work of art,craig didn t create a powerful work of art
,,0,kent has visited slobozia or kent has visited tulcea,kent visited neither bucharest nor tulcea
,,1,june will take the orange shirt out of the washer or june will swim out toward the mango boat,june will neither take the orange shirt out of the washer nor swim out toward the mango boat
,,1,adam s painting is green or adam s painting is orange,adam s painting isn t green and adam s painting isn t orange
,,0,margaret created a victorious work of art and margaret created a nice work of art,connie didn t create a victorious work of art
,,1,lola has visited arad and julian has visited arad,julian didn t visit arad
,,0,beulah created a nervous work of art and beulah created a zealous work of art,barry didn t create a nervous work of art
,,0,curtis created an eager work of art and curtis created a kind work of art,lance didn t create an eager work of art
,,0,leroy s painting is eager or leroy s painting is brave,jimmy s painting is neither eager nor brave
,,1,bessie will hold him close or bessie will throw everything out the window,bessie will not hold him close and bessie wil not throw everything out the window
Lena is silly,Verna is dead,0,Lena is silly and Verna is dead, Lena is not dead
,,1,harriet will understand what stephanie comment about craiova or harriet will read a paper,harriet will not understand what stephanie comment about craiova and harriet wil not read a paper
,,0,karl ate a steak and karl understood what i said,karl didn t give jim a black shirt
,,0,lois will leave me or lois will have a good daya good conversation with dwayne,lois will not leave me
,,1,cora created a pitiful work of art and cora created a green work of art,cora didn t create a pitiful work of art
Lawrence is faithful,Harold is zealous,1,Lawrence is faithful and Harold is zealous, Lawrence is not faithful
,,1,andrea has traveled to arad and andrea has traveled to bucharest,andrea didn t travel to arad
,,0,charles created a gorgeous work of art and charles created a fit work of art,mae didn t create a fit work of art
,,0,sharon created a repulsive work of art and sharon created a tender work of art,laura didn t create a tender work of art
,,0,jon created a nice work of art and jon created a gorgeous work of art,tyler didn t create a nice work of art
,,1,dustin will go away or dustin will see lindsey,dustin will neither go away nor see lindsey
Tammy is faithful,Amber is rich,0,Tammy is faithful and Amber is rich, Tammy is not rich
,,1,arnold s painting is salmon or arnold s painting is obedient,arnold s painting isn t salmon and arnold s painting isn t obedient
,,1,cora created an agreeable work of art and cora created an uninterested work of art,cora didn t create an agreeable work of art
,,1,olivia created a kind work of art and olivia created a clean work of art,olivia didn t create a kind work of art
Billy is odd,Lonnie is careful,1,Billy is odd and Lonnie is careful, Lonnie is not careful
,,1,gail hurt him and gail heard my voice,gail didn t hear my voice
,,1,raul lent me bernice s green bicycle and raul sang a nice song,raul didn t sing a nice song
,,0,rose s painting is clever or rose s painting is clean,rose s painting isn t clever
Dawn is proud,Brad is agreeable,0,Dawn is proud and Brad is agreeable, Sara is not clever
Penny is alive,Ryan is dead,1,Penny is alive and Ryan is dead, Ryan is not dead
,,1,brazil got to the quarter finals last year or peru got to the quarter finals last year,neither brazil nor peru got to the quarter finals last year
,,0,seth s painting is mushy or seth s painting is kind,seth s painting is neither lazy nor kind
,,0,inez will think i was living in tulcea or inez will drive awayto the bus stop,jodi will neither think i was living in tulcea nor drive awayto the bus stop
,,1,Derek is fancy or Lorraine is muscular, Derek is not fancy and Lorraine is not muscular
Antonio is helpful,Eric is clever,1,Antonio is helpful and Eric is clever, Eric is not clever
,,0,mitchell sent me a note and mitchell was a wonderful person,mitchell didn t fall in love with lonnie
,,0,"Maurice, who is a vet, saw a girl running","Maurice, who is a nurse, didn't saw a girl running"
,,1,erin created a repulsive work of art and erin created a careful work of art,erin didn t create a repulsive work of art
,,0,portugal is in the geopolitical position of japan or spain is in the geopolitical position of japan,portugal isn t in the geopolitical position of japan
,,0,eunice went to blaj or eunice went to oradea,shannon went to neither blaj nor oradea
,,1,tony will swim out toward the icy boat or tony will lose my computer,tony will neither swim out toward the icy boat nor lose my computer
,,0,alan s painting is lazy or alan s painting is repulsive,glen s painting is neither lazy nor repulsive
,,0,mathew has visited slatina and mathew has visited slobozia,alicia didn t visit slatina
Alex is brave,Virgil is jolly,1,Alex is brave and Virgil is jolly, Alex is not brave
,,1,Marc is handsome or Ryan is drab, Marc is not handsome and Ryan is not drab
,,1,Adam saw a boy running from Enrique's car,Adam didn't saw a boy running
,,0,clinton will go away or clinton will beat her,clinton will neither go away nor stand up to rhonda
,,1,frances will hold him close or frances will make coffee,frances will not hold him close and frances wil not make coffee
,,1,sidney has visited deva and gene has visited deva,gene didn t visit deva
,,0,julio will build a computer or julio will hold me back,julio will not hold me back
,,0,sidney s painting is gifted or sidney s painting is polite,natasha s painting is neither gifted nor polite
,,0,mamie will do everything or mamie will choose to live in deva,mamie will not choose to live in deva
,,1,Hazel saw a boy driving Clifton's car,Hazel didn't saw a boy driving
,,1,steve has traveled to deva and beatrice has traveled to deva,beatrice didn t travel to deva
,,1,clyde s painting is uninterested or clyde s painting is angry,clyde s painting is neither uninterested nor angry
,,1,england won the last world cup or switzerland won the last world cup,england didn t win the last world cup and switzerland didn t win the last world cup
,,1,Derek is quaint or Heather is mysterious, neither Derek is quaint nor Heather is mysterious
,,1,candace went to arad and candace went to tulcea,candace didn t go to arad
,,0,peru is in the geopolitical position of serbia or morocco is in the geopolitical position of serbia,neither france nor peru are in the geopolitical position of serbia
,,0,mark created a wonderful work of art and mark created a clever work of art,mark didn t create a dazzling work of art
,,0,emma will feel an outsider or emma will think salvador was going to die,emma will not feel an outsider
,,0,samantha wore a orange hat and samantha had a good daya good conversation with thomas,kyle didn t have a good daya good conversation with thomas
,,0,velma chose to live in bucharest and velma sent me a letter,velma didn t show my new photos
,,0,maryann s painting is shy or maryann s painting is red,maryann s painting isn t red
,,0,Marguerite is witty or Elizabeth is worried, Marguerite is not witty or Elizabeth is not worried
,,0,"Sandy, who is a flight attendant, visit Christopher","Sandy, Rodney's mother, didn't visit Christopher"
,,1,Everett saw a boy driving in Timisoara,Everett didn't saw a boy driving
,,1,peru is in the geopolitical position of mexico or denmark is in the geopolitical position of mexico,neither peru nor denmark are in the geopolitical position of mexico
,,1,florence understood what marcia comment about blaj and florence hid behind a bush,florence didn t understand what marcia comment about blaj
Lula is helpful,Theresa is mushy,1,Lula is helpful and Theresa is mushy, Theresa is not mushy
,,0,uruguay won the last world cup or serbia won the last world cup,neither uruguay nor poland won the last world cup
,,0,shannon grew up in jail and shannon laid his hands on him,paula didn t lay his hands on him
,,0,Diane is pitiful or Becky is stocky, Diane is not pitiful or Becky is not stocky
,,0,Christian is thankful or Chad is obedient, Christian is not thankful or Chad is not obedient
,,0,enrique will tell me everything or enrique will do everything,enrique will neither catch a mango fish nor do everything
Fred is zealous,Jodi is ambitious,1,Fred is zealous and Jodi is ambitious, Fred is not zealous
,,0,yvonne went to reghin and yvonne went to hunedoara,yvonne didn t go to vaslui
,,1,enrique created a bewildered work of art and enrique created a muscular work of art,enrique didn t create a bewildered work of art
,,0,australia won the last world cup or panama won the last world cup,panama didn t win the last world cup
,,1,floyd went to oradea and floyd went to dej,floyd didn t go to oradea
Adrian is uninterested,Glen is rich,1,Adrian is uninterested and Glen is rich, Glen is not rich
Pamela is lively,Connie is mushy,0,Pamela is lively and Connie is mushy, Connie is not lively
,,0,lawrence will bring me out of julio s house or lawrence will shut the door down,lawrence will not bring me out of julio s house
,,1,jeffery has traveled to hunedoara and luis has traveled to hunedoara,luis didn t travel to hunedoara
,,1,marshall has visited hunedoara and manuel has visited hunedoara,marshall didn t visit hunedoara
,,0,darrell went to timisoara and darrell went to dej,darrell didn t go to reghin
,,1,earl spent all my money and earl threw everything out the window,earl didn t throw everything out the window
,,1,daisy ate an apple and daisy chose to live in blaj,daisy didn t choose to live in blaj
,,1,rachel sat on the chair and rachel taught tara about songwriting,rachel didn t teach tara about songwriting
,,1,ray created a short work of art and ray created a bewildered work of art,ray didn t create a short work of art
,,0,pauline went to hunedoara and pauline went to tulcea,dwight didn t go to hunedoara
,,1,nathaniel has visited oradea and nathaniel has visited dej,nathaniel didn t visit dej
,,1,Peggy is glamorous or Kristi is quaint, Peggy is not glamorous and Kristi is not quaint
,,1,sherri has traveled to mangalia and edna has traveled to mangalia,sherri didn t travel to mangalia
,,0,eugene created a fancy work of art and eugene created a careful work of art,sean didn t create a careful work of art
Edwin is kind,Roy is vast,0,Edwin is kind and Roy is vast, Roy is not kind
,,1,candace got the money and candace ate breakfast,candace didn t eat breakfast
,,0,danielle will bend the rules of the soccer game or danielle will get the money,danielle will not bend the rules of the soccer game
,,1,portugal got to the quarter finals last year or iceland got to the quarter finals last year,neither portugal nor iceland got to the quarter finals last year
,,0,Andre is aggressive or Kristi is grumpy, Kristi is not grumpy
,,1,Leona is agreeable or Alberta is handsome, neither Leona is agreeable nor Alberta is handsome
,,1,Inez saw Derrick running from a bus going to Tulcea,Inez didn't saw Derrick running
,,0,Ana saw a boy running from Constance's car,Ana didn't saw a boy running from a special recently built bus
